,data,dia_semana,feriado,festas,feriado - dia anterior,feriado - 2 dias anteriores,feriado - dia seguinte,feriado - daqui a 2 dias,festas - dia anterior,festas - 2 dias anteriores,festas - dia seguinte,festas - daqui a 2 dias
930,2020-07-19,Sunday,,,,,,,,,,
931,2020-07-20,Monday,,,,,,,,,,
932,2020-07-21,Tuesday,,,,,,,,,,
933,2020-07-22,Wednesday,,,,,,,,,,
934,2020-07-23,Thursday,,,,,,,,,,
935,2020-07-24,Friday,,,,,,,,,,
936,2020-07-25,Saturday,,,,,,,,,,
937,2020-07-26,Sunday,,,,,,,,,,
938,2020-07-27,Monday,,,,,,,,,,
939,2020-07-28,Tuesday,,,,,,,,,,
940,2020-07-29,Wednesday,,,,,,,,,,
941,2020-07-30,Thursday,,,,,,,,,,
942,2020-07-31,Friday,,,,,,,,,,
943,2020-08-01,Saturday,,,,,,,,,,
944,2020-08-02,Sunday,,,,,,,,,,
945,2020-08-03,Monday,,,,,,,,,,
946,2020-08-04,Tuesday,,,,,,,,,,
947,2020-08-05,Wednesday,,,,,,,,,,
948,2020-08-06,Thursday,,,,,,,,,,
949,2020-08-07,Friday,,,,,,,,,,
950,2020-08-08,Saturday,,,,,,,,,,
951,2020-08-09,Sunday,,,,,,,,,,
952,2020-08-10,Monday,,,,,,,,,,
953,2020-08-11,Tuesday,,,,,,,,,,
954,2020-08-12,Wednesday,,,,,,,,,,
955,2020-08-13,Thursday,,,,,,Assuncao de Nossa Senhora,,,,
956,2020-08-14,Friday,,,,,Assuncao de Nossa Senhora,,,,,
957,2020-08-15,Saturday,Assuncao de Nossa Senhora,,,,,,,,,
958,2020-08-16,Sunday,,,Assuncao de Nossa Senhora,,,,,,,
959,2020-08-17,Monday,,,,Assuncao de Nossa Senhora,,,,,,
960,2020-08-18,Tuesday,,,,,,,,,,
961,2020-08-19,Wednesday,,,,,,,,,,
962,2020-08-20,Thursday,,,,,,,,,,
963,2020-08-21,Friday,,,,,,,,,,
964,2020-08-22,Saturday,,,,,,,,,,Festas SBartolomeu
965,2020-08-23,Sunday,,,,,,,,,Festas SBartolomeu,
966,2020-08-24,Monday,,Festas SBartolomeu,,,,,,,,
967,2020-08-25,Tuesday,,,,,,,Festas SBartolomeu,,,
968,2020-08-26,Wednesday,,,,,,,,Festas SBartolomeu,,
969,2020-08-27,Thursday,,,,,,,,,,
970,2020-08-28,Friday,,,,,,,,,,
971,2020-08-29,Saturday,,,,,,,,,,
972,2020-08-30,Sunday,,,,,,,,,,
973,2020-08-31,Monday,,,,,,,,,,
974,2020-09-01,Tuesday,,,,,,,,,,
975,2020-09-02,Wednesday,,,,,,,,,,
976,2020-09-03,Thursday,,,,,,,,,,
977,2020-09-04,Friday,,,,,,,,,,
978,2020-09-05,Saturday,,,,,,,,,,
979,2020-09-06,Sunday,,,,,,,,,,
980,2020-09-07,Monday,,,,,,,,,,
981,2020-09-08,Tuesday,,,,,,,,,,
982,2020-09-09,Wednesday,,,,,,,,,,
983,2020-09-10,Thursday,,,,,,,,,,
984,2020-09-11,Friday,,,,,,,,,,
985,2020-09-12,Saturday,,,,,,,,,,
986,2020-09-13,Sunday,,,,,,,,,,
987,2020-09-14,Monday,,,,,,,,,,
988,2020-09-15,Tuesday,,,,,,,,,,
989,2020-09-16,Wednesday,,,,,,,,,,
990,2020-09-17,Thursday,,,,,,,,,,
991,2020-09-18,Friday,,,,,,,,,,
992,2020-09-19,Saturday,,,,,,,,,,
993,2020-09-20,Sunday,,,,,,,,,,
994,2020-09-21,Monday,,,,,,,,,,
995,2020-09-22,Tuesday,,,,,,,,,,
996,2020-09-23,Wednesday,,,,,,,,,,
997,2020-09-24,Thursday,,,,,,,,,,
998,2020-09-25,Friday,,,,,,,,,,
999,2020-09-26,Saturday,,,,,,,,,,
1000,2020-09-27,Sunday,,,,,,,,,,
1001,2020-09-28,Monday,,,,,,,,,,
1002,2020-09-29,Tuesday,,,,,,,,,,
1003,2020-09-30,Wednesday,,,,,,,,,,
1004,2020-10-01,Thursday,,,,,,,,,,
1005,2020-10-02,Friday,,,,,,,,,,
1006,2020-10-03,Saturday,,,,,,Implantacao da Republica,,,,
1007,2020-10-04,Sunday,,,,,Implantacao da Republica,,,,,
1008,2020-10-05,Monday,Implantacao da Republica,,,,,,,,,
1009,2020-10-06,Tuesday,,,Implantacao da Republica,,,,,,,
1010,2020-10-07,Wednesday,,,,Implantacao da Republica,,,,,,
1011,2020-10-08,Thursday,,,,,,,,,,
1012,2020-10-09,Friday,,,,,,,,,,
1013,2020-10-10,Saturday,,,,,,,,,,
1014,2020-10-11,Sunday,,,,,,,,,,
1015,2020-10-12,Monday,,,,,,,,,,
1016,2020-10-13,Tuesday,,,,,,,,,,
1017,2020-10-14,Wednesday,,,,,,,,,,
1018,2020-10-15,Thursday,,,,,,,,,,
1019,2020-10-16,Friday,,,,,,,,,,
1020,2020-10-17,Saturday,,,,,,,,,,
1021,2020-10-18,Sunday,,,,,,,,,,
1022,2020-10-19,Monday,,,,,,,,,,
1023,2020-10-20,Tuesday,,,,,,,,,,
1024,2020-10-21,Wednesday,,,,,,,,,,
1025,2020-10-22,Thursday,,,,,,,,,,
1026,2020-10-23,Friday,,,,,,,,,,
1027,2020-10-24,Saturday,,,,,,,,,,
1028,2020-10-25,Sunday,,,,,,,,,,
1029,2020-10-26,Monday,,,,,,,,,,
1030,2020-10-27,Tuesday,,,,,,,,,,
1031,2020-10-28,Wednesday,,,,,,,,,,
1032,2020-10-29,Thursday,,,,,,,,,,
1033,2020-10-30,Friday,,,,,,Dia de Todos os Santos,,,,
1034,2020-10-31,Saturday,,,,,Dia de Todos os Santos,,,,,
1035,2020-11-01,Sunday,Dia de Todos os Santos,,,,,,,,,
1036,2020-11-02,Monday,,,Dia de Todos os Santos,,,,,,,
1037,2020-11-03,Tuesday,,,,Dia de Todos os Santos,,,,,,
1038,2020-11-04,Wednesday,,,,,,,,,,
1039,2020-11-05,Thursday,,,,,,,,,,
1040,2020-11-06,Friday,,,,,,,,,,
1041,2020-11-07,Saturday,,,,,,,,,,
1042,2020-11-08,Sunday,,,,,,,,,,Festas S Martinho
1043,2020-11-09,Monday,,,,,,S Martinho,,,Festas S Martinho,Festas S Martinho
1044,2020-11-10,Tuesday,,Festas S Martinho,,,S Martinho,,,,Festas S Martinho,Festas S Martinho
1045,2020-11-11,Wednesday,S Martinho,Festas S Martinho,,,,,Festas S Martinho,,Festas S Martinho,Festas S Martinho
1046,2020-11-12,Thursday,,Festas S Martinho,S Martinho,,,,Festas S Martinho,Festas S Martinho,Festas S Martinho,Festas S Martinho
1047,2020-11-13,Friday,,Festas S Martinho,,S Martinho,,,Festas S Martinho,Festas S Martinho,Festas S Martinho,Festas S Martinho
1048,2020-11-14,Saturday,,Festas S Martinho,,,,,Festas S Martinho,Festas S Martinho,Festas S Martinho,Festas S Martinho
1049,2020-11-15,Sunday,,Festas S Martinho,,,,,Festas S Martinho,Festas S Martinho,Festas S Martinho,Festas S Martinho
1050,2020-11-16,Monday,,Festas S Martinho,,,,,Festas S Martinho,Festas S Martinho,Festas S Martinho,Festas S Martinho
1051,2020-11-17,Tuesday,,Festas S Martinho,,,,,Festas S Martinho,Festas S Martinho,Festas S Martinho,Festas S Martinho
1052,2020-11-18,Wednesday,,Festas S Martinho,,,,,Festas S Martinho,Festas S Martinho,Festas S Martinho,Festas S Martinho
1053,2020-11-19,Thursday,,Festas S Martinho,,,,,Festas S Martinho,Festas S Martinho,Festas S Martinho,
1054,2020-11-20,Friday,,Festas S Martinho,,,,,Festas S Martinho,Festas S Martinho,,
1055,2020-11-21,Saturday,,,,,,,Festas S Martinho,Festas S Martinho,,
1056,2020-11-22,Sunday,,,,,,,,Festas S Martinho,,
1057,2020-11-23,Monday,,,,,,,,,,
1058,2020-11-24,Tuesday,,,,,,,,,,
1059,2020-11-25,Wednesday,,,,,,,,,,
1060,2020-11-26,Thursday,,,,,,,,,,
1061,2020-11-27,Friday,,,,,,,,,,
1062,2020-11-28,Saturday,,,,,,,,,,
1063,2020-11-29,Sunday,,,,,,Restauracao da independencia,,,,
1064,2020-11-30,Monday,,,,,Restauracao da independencia,,,,,
1065,2020-12-01,Tuesday,Restauracao da independencia,,,,,,,,,
1066,2020-12-02,Wednesday,,,Restauracao da independencia,,,,,,,
1067,2020-12-03,Thursday,,,,Restauracao da independencia,,,,,,
1068,2020-12-04,Friday,,,,,,,,,,
1069,2020-12-05,Saturday,,,,,,,,,,
1070,2020-12-06,Sunday,,,,,,Dia da Imaculada Conceicao,,,,
1071,2020-12-07,Monday,,,,,Dia da Imaculada Conceicao,,,,,
1072,2020-12-08,Tuesday,Dia da Imaculada Conceicao,,,,,,,,,
1073,2020-12-09,Wednesday,,,Dia da Imaculada Conceicao,,,,,,,
1074,2020-12-10,Thursday,,,,Dia da Imaculada Conceicao,,,,,,
1075,2020-12-11,Friday,,,,,,,,,,
1076,2020-12-12,Saturday,,,,,,,,,,
1077,2020-12-13,Sunday,,,,,,,,,,
1078,2020-12-14,Monday,,,,,,,,,,
1079,2020-12-15,Tuesday,,,,,,,,,,
1080,2020-12-16,Wednesday,,,,,,,,,,
1081,2020-12-17,Thursday,,,,,,,,,,
1082,2020-12-18,Friday,,,,,,,,,,
1083,2020-12-19,Saturday,,,,,,,,,,
1084,2020-12-20,Sunday,,,,,,,,,,
1085,2020-12-21,Monday,,,,,,,,,,
1086,2020-12-22,Tuesday,,,,,,,,,,
1087,2020-12-23,Wednesday,,,,,,Natal,,,,
1088,2020-12-24,Thursday,,,,,Natal,,,,,
1089,2020-12-25,Friday,Natal,,,,,,,,,
1090,2020-12-26,Saturday,,,Natal,,,,,,,
1091,2020-12-27,Sunday,,,,Natal,,,,,,
1092,2020-12-28,Monday,,,,,,,,,,
1093,2020-12-29,Tuesday,,,,,,,,,,
1094,2020-12-30,Wednesday,,,,,,Ano Novo,,,,
1095,2020-12-31,Thursday,,,,,Ano Novo,,,,,
1096,2021-01-01,Friday,Ano Novo,,,,,,,,,
1097,2021-01-02,Saturday,,,Ano Novo,,,,,,,
1098,2021-01-03,Sunday,,,,Ano Novo,,,,,,
1099,2021-01-04,Monday,,,,,,,,,,
1100,2021-01-05,Tuesday,,,,,,,,,,
1101,2021-01-06,Wednesday,,,,,,,,,,
1102,2021-01-07,Thursday,,,,,,,,,,
1103,2021-01-08,Friday,,,,,,,,,,
1104,2021-01-09,Saturday,,,,,,,,,,
1105,2021-01-10,Sunday,,,,,,,,,,
1106,2021-01-11,Monday,,,,,,,,,,
1107,2021-01-12,Tuesday,,,,,,,,,,
1108,2021-01-13,Wednesday,,,,,,,,,,
1109,2021-01-14,Thursday,,,,,,,,,,
1110,2021-01-15,Friday,,,,,,,,,,
1111,2021-01-16,Saturday,,,,,,,,,,
1112,2021-01-17,Sunday,,,,,,,,,,
1113,2021-01-18,Monday,,,,,,,,,,
1114,2021-01-19,Tuesday,,,,,,,,,,
1115,2021-01-20,Wednesday,,,,,,,,,,
1116,2021-01-21,Thursday,,,,,,,,,,
1117,2021-01-22,Friday,,,,,,,,,,
1118,2021-01-23,Saturday,,,,,,,,,,
1119,2021-01-24,Sunday,,,,,,,,,,
1120,2021-01-25,Monday,,,,,,,,,,
1121,2021-01-26,Tuesday,,,,,,,,,,
1122,2021-01-27,Wednesday,,,,,,,,,,
1123,2021-01-28,Thursday,,,,,,,,,,
1124,2021-01-29,Friday,,,,,,,,,,
1125,2021-01-30,Saturday,,,,,,,,,,
1126,2021-01-31,Sunday,,,,,,,,,,
1127,2021-02-01,Monday,,,,,,,,,,
1128,2021-02-02,Tuesday,,,,,,,,,,
1129,2021-02-03,Wednesday,,,,,,,,,,
1130,2021-02-04,Thursday,,,,,,,,,,
1131,2021-02-05,Friday,,,,,,,,,,
1132,2021-02-06,Saturday,,,,,,,,,,
1133,2021-02-07,Sunday,,,,,,,,,,
1134,2021-02-08,Monday,,,,,,,,,,
1135,2021-02-09,Tuesday,,,,,,,,,,
1136,2021-02-10,Wednesday,,,,,,,,,,
1137,2021-02-11,Thursday,,,,,,,,,,
1138,2021-02-12,Friday,,,,,,,,,,
1139,2021-02-13,Saturday,,,,,,,,,,
1140,2021-02-14,Sunday,,,,,,Carnaval,,,,
1141,2021-02-15,Monday,,,,,Carnaval,,,,,
1142,2021-02-16,Tuesday,Carnaval,,,,,,,,,
1143,2021-02-17,Wednesday,,,Carnaval,,,,,,,
1144,2021-02-18,Thursday,,,,Carnaval,,,,,,
1145,2021-02-19,Friday,,,,,,,,,,
1146,2021-02-20,Saturday,,,,,,,,,,
1147,2021-02-21,Sunday,,,,,,,,,,
1148,2021-02-22,Monday,,,,,,,,,,
1149,2021-02-23,Tuesday,,,,,,,,,,
1150,2021-02-24,Wednesday,,,,,,,,,,
1151,2021-02-25,Thursday,,,,,,,,,,
1152,2021-02-26,Friday,,,,,,,,,,
1153,2021-02-27,Saturday,,,,,,,,,,
1154,2021-02-28,Sunday,,,,,,,,,,
1155,2021-03-01,Monday,,,,,,,,,,
1156,2021-03-02,Tuesday,,,,,,,,,,
1157,2021-03-03,Wednesday,,,,,,,,,,
1158,2021-03-04,Thursday,,,,,,,,,,
1159,2021-03-05,Friday,,,,,,,,,,
1160,2021-03-06,Saturday,,,,,,,,,,
1161,2021-03-07,Sunday,,,,,,,,,,
1162,2021-03-08,Monday,,,,,,,,,,
1163,2021-03-09,Tuesday,,,,,,,,,,
1164,2021-03-10,Wednesday,,,,,,,,,,
1165,2021-03-11,Thursday,,,,,,,,,,
1166,2021-03-12,Friday,,,,,,,,,,
1167,2021-03-13,Saturday,,,,,,,,,,
1168,2021-03-14,Sunday,,,,,,,,,,
1169,2021-03-15,Monday,,,,,,,,,,
1170,2021-03-16,Tuesday,,,,,,,,,,
1171,2021-03-17,Wednesday,,,,,,,,,,
1172,2021-03-18,Thursday,,,,,,,,,,
1173,2021-03-19,Friday,,,,,,,,,,
1174,2021-03-20,Saturday,,,,,,,,,,
1175,2021-03-21,Sunday,,,,,,,,,,
1176,2021-03-22,Monday,,,,,,,,,,
1177,2021-03-23,Tuesday,,,,,,,,,,
1178,2021-03-24,Wednesday,,,,,,,,,,
1179,2021-03-25,Thursday,,,,,,,,,,
1180,2021-03-26,Friday,,,,,,,,,,
1181,2021-03-27,Saturday,,,,,,,,,,
1182,2021-03-28,Sunday,,,,,,,,,,
1183,2021-03-29,Monday,,,,,,,,,,
1184,2021-03-30,Tuesday,,,,,,,,,,Endoencas
1185,2021-03-31,Wednesday,,,,,,Sexta Feira Santa,,,Endoencas,
1186,2021-04-01,Thursday,,Endoencas,,,Sexta Feira Santa,,,,,
1187,2021-04-02,Friday,Sexta Feira Santa,,,,,Domingo de Pascoa,Endoencas,,,
1188,2021-04-03,Saturday,,,Sexta Feira Santa,,Domingo de Pascoa,Segunda-feira de Pascoa,,Endoencas,,
1189,2021-04-04,Sunday,Domingo de Pascoa,,,Sexta Feira Santa,Segunda-feira de Pascoa,,,,,
1190,2021-04-05,Monday,Segunda-feira de Pascoa,,Domingo de Pascoa,,,,,,,
1191,2021-04-06,Tuesday,,,Segunda-feira de Pascoa,Domingo de Pascoa,,,,,,
1192,2021-04-07,Wednesday,,,,Segunda-feira de Pascoa,,,,,,
1193,2021-04-08,Thursday,,,,,,,,,,
1194,2021-04-09,Friday,,,,,,,,,,
1195,2021-04-10,Saturday,,,,,,,,,,
1196,2021-04-11,Sunday,,,,,,,,,,
1197,2021-04-12,Monday,,,,,,,,,,
1198,2021-04-13,Tuesday,,,,,,,,,,
1199,2021-04-14,Wednesday,,,,,,,,,,
1200,2021-04-15,Thursday,,,,,,,,,,
1201,2021-04-16,Friday,,,,,,,,,,
1202,2021-04-17,Saturday,,,,,,,,,,
1203,2021-04-18,Sunday,,,,,,,,,,
1204,2021-04-19,Monday,,,,,,,,,,
1205,2021-04-20,Tuesday,,,,,,,,,,
1206,2021-04-21,Wednesday,,,,,,,,,,
1207,2021-04-22,Thursday,,,,,,,,,,
1208,2021-04-23,Friday,,,,,,Dia da liberdade,,,,
1209,2021-04-24,Saturday,,,,,Dia da liberdade,,,,,
1210,2021-04-25,Sunday,Dia da liberdade,,,,,,,,,
1211,2021-04-26,Monday,,,Dia da liberdade,,,,,,,
1212,2021-04-27,Tuesday,,,,Dia da liberdade,,,,,,
1213,2021-04-28,Wednesday,,,,,,,,,,
1214,2021-04-29,Thursday,,,,,,Dia do Trabalhador,,,,
1215,2021-04-30,Friday,,,,,Dia do Trabalhador,,,,,
1216,2021-05-01,Saturday,Dia do Trabalhador,,,,,,,,,
1217,2021-05-02,Sunday,,,Dia do Trabalhador,,,,,,,
1218,2021-05-03,Monday,,,,Dia do Trabalhador,,,,,,
1219,2021-05-04,Tuesday,,,,,,,,,,
1220,2021-05-05,Wednesday,,,,,,,,,,
1221,2021-05-06,Thursday,,,,,,,,,,
1222,2021-05-07,Friday,,,,,,,,,,
1223,2021-05-08,Saturday,,,,,,,,,,
1224,2021-05-09,Sunday,,,,,,,,,,
1225,2021-05-10,Monday,,,,,,,,,,
1226,2021-05-11,Tuesday,,,,,,,,,,
1227,2021-05-12,Wednesday,,,,,,,,,,
1228,2021-05-13,Thursday,,,,,,,,,,
1229,2021-05-14,Friday,,,,,,,,,,
1230,2021-05-15,Saturday,,,,,,,,,,
1231,2021-05-16,Sunday,,,,,,,,,,
1232,2021-05-17,Monday,,,,,,,,,,
1233,2021-05-18,Tuesday,,,,,,,,,,
1234,2021-05-19,Wednesday,,,,,,,,,,
1235,2021-05-20,Thursday,,,,,,,,,,
1236,2021-05-21,Friday,,,,,,,,,,
1237,2021-05-22,Saturday,,,,,,,,,,
1238,2021-05-23,Sunday,,,,,,,,,,
1239,2021-05-24,Monday,,,,,,,,,,
1240,2021-05-25,Tuesday,,,,,,,,,,
1241,2021-05-26,Wednesday,,,,,,,,,,
1242,2021-05-27,Thursday,,,,,,,,,,
1243,2021-05-28,Friday,,,,,,,,,,
1244,2021-05-29,Saturday,,,,,,,,,,
1245,2021-05-30,Sunday,,,,,,,,,,
1246,2021-05-31,Monday,,,,,,,,,,Festas do Corpo de Deus
1247,2021-06-01,Tuesday,,,,,,Corpo de Deus,,,Festas do Corpo de Deus,Festas do Corpo de Deus
1248,2021-06-02,Wednesday,,Festas do Corpo de Deus,,,Corpo de Deus,,,,Festas do Corpo de Deus,
1249,2021-06-03,Thursday,Corpo de Deus,Festas do Corpo de Deus,,,,,Festas do Corpo de Deus,,,
1250,2021-06-04,Friday,,,Corpo de Deus,,,,Festas do Corpo de Deus,Festas do Corpo de Deus,,
1251,2021-06-05,Saturday,,,,Corpo de Deus,,,,Festas do Corpo de Deus,,
1252,2021-06-06,Sunday,,,,,,,,,,
1253,2021-06-07,Monday,,,,,,,,,,
1254,2021-06-08,Tuesday,,,,,,Dia de Portugal,,,,
1255,2021-06-09,Wednesday,,,,,Dia de Portugal,,,,,
1256,2021-06-10,Thursday,Dia de Portugal,,,,,,,,,
1257,2021-06-11,Friday,,,Dia de Portugal,,,,,,,
1258,2021-06-12,Saturday,,,,Dia de Portugal,,,,,,
1259,2021-06-13,Sunday,,,,,,,,,,
1260,2021-06-14,Monday,,,,,,,,,,
1261,2021-06-15,Tuesday,,,,,,,,,,
1262,2021-06-16,Wednesday,,,,,,,,,,
1263,2021-06-17,Thursday,,,,,,,,,,
1264,2021-06-18,Friday,,,,,,,,,,
1265,2021-06-19,Saturday,,,,,,,,,,
1266,2021-06-20,Sunday,,,,,,,,,,
1267,2021-06-21,Monday,,,,,,,,,,
1268,2021-06-22,Tuesday,,,,,,,,,,
1269,2021-06-23,Wednesday,,,,,,,,,,
1270,2021-06-24,Thursday,,,,,,,,,,
1271,2021-06-25,Friday,,,,,,,,,,
1272,2021-06-26,Saturday,,,,,,,,,,
1273,2021-06-27,Sunday,,,,,,,,,,
1274,2021-06-28,Monday,,,,,,,,,,
1275,2021-06-29,Tuesday,,,,,,,,,,
1276,2021-06-30,Wednesday,,,,,,,,,,
1277,2021-07-01,Thursday,,,,,,,,,,
1278,2021-07-02,Friday,,,,,,,,,,
1279,2021-07-03,Saturday,,,,,,,,,,
1280,2021-07-04,Sunday,,,,,,,,,,
1281,2021-07-05,Monday,,,,,,,,,,
1282,2021-07-06,Tuesday,,,,,,,,,,
1283,2021-07-07,Wednesday,,,,,,,,,,
1284,2021-07-08,Thursday,,,,,,,,,,
1285,2021-07-09,Friday,,,,,,,,,,
1286,2021-07-10,Saturday,,,,,,,,,,
1287,2021-07-11,Sunday,,,,,,,,,,
1288,2021-07-12,Monday,,,,,,,,,,
1289,2021-07-13,Tuesday,,,,,,,,,,
1290,2021-07-14,Wednesday,,,,,,,,,,
1291,2021-07-15,Thursday,,,,,,,,,,
1292,2021-07-16,Friday,,,,,,,,,,
1293,2021-07-17,Saturday,,,,,,,,,,
1294,2021-07-18,Sunday,,,,,,,,,,
1295,2021-07-19,Monday,,,,,,,,,,
1296,2021-07-20,Tuesday,,,,,,,,,,
1297,2021-07-21,Wednesday,,,,,,,,,,
1298,2021-07-22,Thursday,,,,,,,,,,
1299,2021-07-23,Friday,,,,,,,,,,
1300,2021-07-24,Saturday,,,,,,,,,,
1301,2021-07-25,Sunday,,,,,,,,,,
1302,2021-07-26,Monday,,,,,,,,,,
1303,2021-07-27,Tuesday,,,,,,,,,,
1304,2021-07-28,Wednesday,,,,,,,,,,
1305,2021-07-29,Thursday,,,,,,,,,,
1306,2021-07-30,Friday,,,,,,,,,,
1307,2021-07-31,Saturday,,,,,,,,,,
1308,2021-08-01,Sunday,,,,,,,,,,
1309,2021-08-02,Monday,,,,,,,,,,
1310,2021-08-03,Tuesday,,,,,,,,,,
1311,2021-08-04,Wednesday,,,,,,,,,,
1312,2021-08-05,Thursday,,,,,,,,,,
1313,2021-08-06,Friday,,,,,,,,,,
1314,2021-08-07,Saturday,,,,,,,,,,
1315,2021-08-08,Sunday,,,,,,,,,,
1316,2021-08-09,Monday,,,,,,,,,,
1317,2021-08-10,Tuesday,,,,,,,,,,
1318,2021-08-11,Wednesday,,,,,,,,,,
1319,2021-08-12,Thursday,,,,,,,,,,
1320,2021-08-13,Friday,,,,,,Assuncao de Nossa Senhora,,,,
1321,2021-08-14,Saturday,,,,,Assuncao de Nossa Senhora,,,,,
1322,2021-08-15,Sunday,Assuncao de Nossa Senhora,,,,,,,,,
1323,2021-08-16,Monday,,,Assuncao de Nossa Senhora,,,,,,,
1324,2021-08-17,Tuesday,,,,Assuncao de Nossa Senhora,,,,,,
1325,2021-08-18,Wednesday,,,,,,,,,,
1326,2021-08-19,Thursday,,,,,,,,,,
1327,2021-08-20,Friday,,,,,,,,,,
1328,2021-08-21,Saturday,,,,,,,,,,
1329,2021-08-22,Sunday,,,,,,,,,,Festas SBartolomeu
1330,2021-08-23,Monday,,,,,,,,,Festas SBartolomeu,
1331,2021-08-24,Tuesday,,Festas SBartolomeu,,,,,,,,
1332,2021-08-25,Wednesday,,,,,,,Festas SBartolomeu,,,
1333,2021-08-26,Thursday,,,,,,,,Festas SBartolomeu,,
1334,2021-08-27,Friday,,,,,,,,,,
1335,2021-08-28,Saturday,,,,,,,,,,
1336,2021-08-29,Sunday,,,,,,,,,,
1337,2021-08-30,Monday,,,,,,,,,,
1338,2021-08-31,Tuesday,,,,,,,,,,
1339,2021-09-01,Wednesday,,,,,,,,,,
1340,2021-09-02,Thursday,,,,,,,,,,
1341,2021-09-03,Friday,,,,,,,,,,
1342,2021-09-04,Saturday,,,,,,,,,,
1343,2021-09-05,Sunday,,,,,,,,,,
1344,2021-09-06,Monday,,,,,,,,,,
1345,2021-09-07,Tuesday,,,,,,,,,,
1346,2021-09-08,Wednesday,,,,,,,,,,
1347,2021-09-09,Thursday,,,,,,,,,,
1348,2021-09-10,Friday,,,,,,,,,,
1349,2021-09-11,Saturday,,,,,,,,,,
1350,2021-09-12,Sunday,,,,,,,,,,
1351,2021-09-13,Monday,,,,,,,,,,
1352,2021-09-14,Tuesday,,,,,,,,,,
1353,2021-09-15,Wednesday,,,,,,,,,,
1354,2021-09-16,Thursday,,,,,,,,,,
1355,2021-09-17,Friday,,,,,,,,,,
1356,2021-09-18,Saturday,,,,,,,,,,
1357,2021-09-19,Sunday,,,,,,,,,,
1358,2021-09-20,Monday,,,,,,,,,,
1359,2021-09-21,Tuesday,,,,,,,,,,
1360,2021-09-22,Wednesday,,,,,,,,,,
1361,2021-09-23,Thursday,,,,,,,,,,
1362,2021-09-24,Friday,,,,,,,,,,
1363,2021-09-25,Saturday,,,,,,,,,,
1364,2021-09-26,Sunday,,,,,,,,,,
1365,2021-09-27,Monday,,,,,,,,,,
1366,2021-09-28,Tuesday,,,,,,,,,,
1367,2021-09-29,Wednesday,,,,,,,,,,
1368,2021-09-30,Thursday,,,,,,,,,,
1369,2021-10-01,Friday,,,,,,,,,,
1370,2021-10-02,Saturday,,,,,,,,,,
1371,2021-10-03,Sunday,,,,,,Implantacao da Republica,,,,
1372,2021-10-04,Monday,,,,,Implantacao da Republica,,,,,
1373,2021-10-05,Tuesday,Implantacao da Republica,,,,,,,,,
1374,2021-10-06,Wednesday,,,Implantacao da Republica,,,,,,,
1375,2021-10-07,Thursday,,,,Implantacao da Republica,,,,,,
1376,2021-10-08,Friday,,,,,,,,,,
1377,2021-10-09,Saturday,,,,,,,,,,
1378,2021-10-10,Sunday,,,,,,,,,,
1379,2021-10-11,Monday,,,,,,,,,,
1380,2021-10-12,Tuesday,,,,,,,,,,
1381,2021-10-13,Wednesday,,,,,,,,,,
1382,2021-10-14,Thursday,,,,,,,,,,
1383,2021-10-15,Friday,,,,,,,,,,
1384,2021-10-16,Saturday,,,,,,,,,,
1385,2021-10-17,Sunday,,,,,,,,,,
1386,2021-10-18,Monday,,,,,,,,,,
1387,2021-10-19,Tuesday,,,,,,,,,,
1388,2021-10-20,Wednesday,,,,,,,,,,
1389,2021-10-21,Thursday,,,,,,,,,,
1390,2021-10-22,Friday,,,,,,,,,,
1391,2021-10-23,Saturday,,,,,,,,,,
1392,2021-10-24,Sunday,,,,,,,,,,
1393,2021-10-25,Monday,,,,,,,,,,
1394,2021-10-26,Tuesday,,,,,,,,,,
1395,2021-10-27,Wednesday,,,,,,,,,,
1396,2021-10-28,Thursday,,,,,,,,,,
1397,2021-10-29,Friday,,,,,,,,,,
