,data,dia_semana,feriado,festas,feriado - dia anterior,feriado - 2 dias anteriores,feriado - dia seguinte,feriado - daqui a 2 dias,festas - dia anterior,festas - 2 dias anteriores,festas - dia seguinte,festas - daqui a 2 dias
1398,2021-10-30,Saturday,,,,,,Dia de Todos os Santos,,,,
1399,2021-10-31,Sunday,,,,,Dia de Todos os Santos,,,,,
1400,2021-11-01,Monday,Dia de Todos os Santos,,,,,,,,,
1401,2021-11-02,Tuesday,,,Dia de Todos os Santos,,,,,,,
1402,2021-11-03,Wednesday,,,,Dia de Todos os Santos,,,,,,
1403,2021-11-04,Thursday,,,,,,,,,,
1404,2021-11-05,Friday,,,,,,,,,,
1405,2021-11-06,Saturday,,,,,,,,,,
1406,2021-11-07,Sunday,,,,,,,,,,
1407,2021-11-08,Monday,,,,,,,,,,Festas S Martinho
1408,2021-11-09,Tuesday,,,,,,S Martinho,,,Festas S Martinho,Festas S Martinho
1409,2021-11-10,Wednesday,,Festas S Martinho,,,S Martinho,,,,Festas S Martinho,Festas S Martinho
1410,2021-11-11,Thursday,S Martinho,Festas S Martinho,,,,,Festas S Martinho,,Festas S Martinho,Festas S Martinho
1411,2021-11-12,Friday,,Festas S Martinho,S Martinho,,,,Festas S Martinho,Festas S Martinho,Festas S Martinho,Festas S Martinho
1412,2021-11-13,Saturday,,Festas S Martinho,,S Martinho,,,Festas S Martinho,Festas S Martinho,Festas S Martinho,Festas S Martinho
1413,2021-11-14,Sunday,,Festas S Martinho,,,,,Festas S Martinho,Festas S Martinho,Festas S Martinho,Festas S Martinho
1414,2021-11-15,Monday,,Festas S Martinho,,,,,Festas S Martinho,Festas S Martinho,Festas S Martinho,Festas S Martinho
1415,2021-11-16,Tuesday,,Festas S Martinho,,,,,Festas S Martinho,Festas S Martinho,Festas S Martinho,Festas S Martinho
1416,2021-11-17,Wednesday,,Festas S Martinho,,,,,Festas S Martinho,Festas S Martinho,Festas S Martinho,Festas S Martinho
1417,2021-11-18,Thursday,,Festas S Martinho,,,,,Festas S Martinho,Festas S Martinho,Festas S Martinho,Festas S Martinho
1418,2021-11-19,Friday,,Festas S Martinho,,,,,Festas S Martinho,Festas S Martinho,Festas S Martinho,
1419,2021-11-20,Saturday,,Festas S Martinho,,,,,Festas S Martinho,Festas S Martinho,,
1420,2021-11-21,Sunday,,,,,,,Festas S Martinho,Festas S Martinho,,
1421,2021-11-22,Monday,,,,,,,,Festas S Martinho,,
1422,2021-11-23,Tuesday,,,,,,,,,,
1423,2021-11-24,Wednesday,,,,,,,,,,
1424,2021-11-25,Thursday,,,,,,,,,,
1425,2021-11-26,Friday,,,,,,,,,,
1426,2021-11-27,Saturday,,,,,,,,,,
1427,2021-11-28,Sunday,,,,,,,,,,
1428,2021-11-29,Monday,,,,,,Restauracao da independencia,,,,
1429,2021-11-30,Tuesday,,,,,Restauracao da independencia,,,,,
1430,2021-12-01,Wednesday,Restauracao da independencia,,,,,,,,,
1431,2021-12-02,Thursday,,,Restauracao da independencia,,,,,,,
1432,2021-12-03,Friday,,,,Restauracao da independencia,,,,,,
1433,2021-12-04,Saturday,,,,,,,,,,
1434,2021-12-05,Sunday,,,,,,,,,,
1435,2021-12-06,Monday,,,,,,Dia da Imaculada Conceicao,,,,
1436,2021-12-07,Tuesday,,,,,Dia da Imaculada Conceicao,,,,,
1437,2021-12-08,Wednesday,Dia da Imaculada Conceicao,,,,,,,,,
1438,2021-12-09,Thursday,,,Dia da Imaculada Conceicao,,,,,,,
1439,2021-12-10,Friday,,,,Dia da Imaculada Conceicao,,,,,,
1440,2021-12-11,Saturday,,,,,,,,,,
1441,2021-12-12,Sunday,,,,,,,,,,
1442,2021-12-13,Monday,,,,,,,,,,
1443,2021-12-14,Tuesday,,,,,,,,,,
1444,2021-12-15,Wednesday,,,,,,,,,,
1445,2021-12-16,Thursday,,,,,,,,,,
1446,2021-12-17,Friday,,,,,,,,,,
1447,2021-12-18,Saturday,,,,,,,,,,
1448,2021-12-19,Sunday,,,,,,,,,,
1449,2021-12-20,Monday,,,,,,,,,,
1450,2021-12-21,Tuesday,,,,,,,,,,
1451,2021-12-22,Wednesday,,,,,,,,,,
1452,2021-12-23,Thursday,,,,,,Natal,,,,
1453,2021-12-24,Friday,,,,,Natal,,,,,
1454,2021-12-25,Saturday,Natal,,,,,,,,,
1455,2021-12-26,Sunday,,,Natal,,,,,,,
1456,2021-12-27,Monday,,,,Natal,,,,,,
1457,2021-12-28,Tuesday,,,,,,,,,,
1458,2021-12-29,Wednesday,,,,,,,,,,
1459,2021-12-30,Thursday,,,,,,Ano Novo,,,,
1460,2021-12-31,Friday,,,,,Ano Novo,,,,,
1461,2022-01-01,Saturday,Ano Novo,,,,,,,,,
1462,2022-01-02,Sunday,,,Ano Novo,,,,,,,
1463,2022-01-03,Monday,,,,Ano Novo,,,,,,
1464,2022-01-04,Tuesday,,,,,,,,,,
1465,2022-01-05,Wednesday,,,,,,,,,,
1466,2022-01-06,Thursday,,,,,,,,,,
1467,2022-01-07,Friday,,,,,,,,,,
1468,2022-01-08,Saturday,,,,,,,,,,
1469,2022-01-09,Sunday,,,,,,,,,,
1470,2022-01-10,Monday,,,,,,,,,,
1471,2022-01-11,Tuesday,,,,,,,,,,
1472,2022-01-12,Wednesday,,,,,,,,,,
1473,2022-01-13,Thursday,,,,,,,,,,
1474,2022-01-14,Friday,,,,,,,,,,
1475,2022-01-15,Saturday,,,,,,,,,,
1476,2022-01-16,Sunday,,,,,,,,,,
1477,2022-01-17,Monday,,,,,,,,,,
1478,2022-01-18,Tuesday,,,,,,,,,,
1479,2022-01-19,Wednesday,,,,,,,,,,
1480,2022-01-20,Thursday,,,,,,,,,,
1481,2022-01-21,Friday,,,,,,,,,,
1482,2022-01-22,Saturday,,,,,,,,,,
1483,2022-01-23,Sunday,,,,,,,,,,
1484,2022-01-24,Monday,,,,,,,,,,
1485,2022-01-25,Tuesday,,,,,,,,,,
1486,2022-01-26,Wednesday,,,,,,,,,,
1487,2022-01-27,Thursday,,,,,,,,,,
1488,2022-01-28,Friday,,,,,,,,,,
1489,2022-01-29,Saturday,,,,,,,,,,
1490,2022-01-30,Sunday,,,,,,,,,,
1491,2022-01-31,Monday,,,,,,,,,,
1492,2022-02-01,Tuesday,,,,,,,,,,
1493,2022-02-02,Wednesday,,,,,,,,,,
1494,2022-02-03,Thursday,,,,,,,,,,
1495,2022-02-04,Friday,,,,,,,,,,
1496,2022-02-05,Saturday,,,,,,,,,,
1497,2022-02-06,Sunday,,,,,,,,,,
1498,2022-02-07,Monday,,,,,,,,,,
1499,2022-02-08,Tuesday,,,,,,,,,,
1500,2022-02-09,Wednesday,,,,,,,,,,
1501,2022-02-10,Thursday,,,,,,,,,,
1502,2022-02-11,Friday,,,,,,,,,,
1503,2022-02-12,Saturday,,,,,,,,,,
1504,2022-02-13,Sunday,,,,,,,,,,
1505,2022-02-14,Monday,,,,,,,,,,
1506,2022-02-15,Tuesday,,,,,,,,,,
1507,2022-02-16,Wednesday,,,,,,,,,,
1508,2022-02-17,Thursday,,,,,,,,,,
1509,2022-02-18,Friday,,,,,,,,,,
1510,2022-02-19,Saturday,,,,,,,,,,
1511,2022-02-20,Sunday,,,,,,,,,,
1512,2022-02-21,Monday,,,,,,,,,,
1513,2022-02-22,Tuesday,,,,,,,,,,
1514,2022-02-23,Wednesday,,,,,,,,,,
1515,2022-02-24,Thursday,,,,,,,,,,
1516,2022-02-25,Friday,,,,,,,,,,
1517,2022-02-26,Saturday,,,,,,,,,,
1518,2022-02-27,Sunday,,,,,,Carnaval,,,,
1519,2022-02-28,Monday,,,,,Carnaval,,,,,
1520,2022-03-01,Tuesday,Carnaval,,,,,,,,,
1521,2022-03-02,Wednesday,,,Carnaval,,,,,,,
1522,2022-03-03,Thursday,,,,Carnaval,,,,,,
1523,2022-03-04,Friday,,,,,,,,,,
1524,2022-03-05,Saturday,,,,,,,,,,
1525,2022-03-06,Sunday,,,,,,,,,,
1526,2022-03-07,Monday,,,,,,,,,,
1527,2022-03-08,Tuesday,,,,,,,,,,
1528,2022-03-09,Wednesday,,,,,,,,,,
1529,2022-03-10,Thursday,,,,,,,,,,
1530,2022-03-11,Friday,,,,,,,,,,
1531,2022-03-12,Saturday,,,,,,,,,,
1532,2022-03-13,Sunday,,,,,,,,,,
1533,2022-03-14,Monday,,,,,,,,,,
1534,2022-03-15,Tuesday,,,,,,,,,,
1535,2022-03-16,Wednesday,,,,,,,,,,
1536,2022-03-17,Thursday,,,,,,,,,,
1537,2022-03-18,Friday,,,,,,,,,,
1538,2022-03-19,Saturday,,,,,,,,,,
1539,2022-03-20,Sunday,,,,,,,,,,
1540,2022-03-21,Monday,,,,,,,,,,
1541,2022-03-22,Tuesday,,,,,,,,,,
1542,2022-03-23,Wednesday,,,,,,,,,,
1543,2022-03-24,Thursday,,,,,,,,,,
1544,2022-03-25,Friday,,,,,,,,,,
1545,2022-03-26,Saturday,,,,,,,,,,
1546,2022-03-27,Sunday,,,,,,,,,,
1547,2022-03-28,Monday,,,,,,,,,,
1548,2022-03-29,Tuesday,,,,,,,,,,
1549,2022-03-30,Wednesday,,,,,,,,,,
1550,2022-03-31,Thursday,,,,,,,,,,
1551,2022-04-01,Friday,,,,,,,,,,
1552,2022-04-02,Saturday,,,,,,,,,,
1553,2022-04-03,Sunday,,,,,,,,,,
1554,2022-04-04,Monday,,,,,,,,,,
1555,2022-04-05,Tuesday,,,,,,,,,,
1556,2022-04-06,Wednesday,,,,,,,,,,
1557,2022-04-07,Thursday,,,,,,,,,,
1558,2022-04-08,Friday,,,,,,,,,,
1559,2022-04-09,Saturday,,,,,,,,,,
1560,2022-04-10,Sunday,,,,,,,,,,
1561,2022-04-11,Monday,,,,,,,,,,
1562,2022-04-12,Tuesday,,,,,,,,,,Endoencas
1563,2022-04-13,Wednesday,,,,,,Sexta Feira Santa,,,Endoencas,
1564,2022-04-14,Thursday,,Endoencas,,,Sexta Feira Santa,,,,,
1565,2022-04-15,Friday,Sexta Feira Santa,,,,,Domingo de Pascoa,Endoencas,,,
1566,2022-04-16,Saturday,,,Sexta Feira Santa,,Domingo de Pascoa,Segunda-feira de Pascoa,,Endoencas,,
1567,2022-04-17,Sunday,Domingo de Pascoa,,,Sexta Feira Santa,Segunda-feira de Pascoa,,,,,
1568,2022-04-18,Monday,Segunda-feira de Pascoa,,Domingo de Pascoa,,,,,,,
1569,2022-04-19,Tuesday,,,Segunda-feira de Pascoa,Domingo de Pascoa,,,,,,
1570,2022-04-20,Wednesday,,,,Segunda-feira de Pascoa,,,,,,
1571,2022-04-21,Thursday,,,,,,,,,,
1572,2022-04-22,Friday,,,,,,,,,,
1573,2022-04-23,Saturday,,,,,,Dia da liberdade,,,,
1574,2022-04-24,Sunday,,,,,Dia da liberdade,,,,,
1575,2022-04-25,Monday,Dia da liberdade,,,,,,,,,
1576,2022-04-26,Tuesday,,,Dia da liberdade,,,,,,,
1577,2022-04-27,Wednesday,,,,Dia da liberdade,,,,,,
1578,2022-04-28,Thursday,,,,,,,,,,
1579,2022-04-29,Friday,,,,,,Dia do Trabalhador,,,,
1580,2022-04-30,Saturday,,,,,Dia do Trabalhador,,,,,
1581,2022-05-01,Sunday,Dia do Trabalhador,,,,,,,,,
1582,2022-05-02,Monday,,,Dia do Trabalhador,,,,,,,
1583,2022-05-03,Tuesday,,,,Dia do Trabalhador,,,,,,
1584,2022-05-04,Wednesday,,,,,,,,,,
1585,2022-05-05,Thursday,,,,,,,,,,
1586,2022-05-06,Friday,,,,,,,,,,
1587,2022-05-07,Saturday,,,,,,,,,,
1588,2022-05-08,Sunday,,,,,,,,,,
1589,2022-05-09,Monday,,,,,,,,,,
1590,2022-05-10,Tuesday,,,,,,,,,,
1591,2022-05-11,Wednesday,,,,,,,,,,
1592,2022-05-12,Thursday,,,,,,,,,,
1593,2022-05-13,Friday,,,,,,,,,,
1594,2022-05-14,Saturday,,,,,,,,,,
1595,2022-05-15,Sunday,,,,,,,,,,
1596,2022-05-16,Monday,,,,,,,,,,
1597,2022-05-17,Tuesday,,,,,,,,,,
1598,2022-05-18,Wednesday,,,,,,,,,,
1599,2022-05-19,Thursday,,,,,,,,,,
1600,2022-05-20,Friday,,,,,,,,,,
1601,2022-05-21,Saturday,,,,,,,,,,
1602,2022-05-22,Sunday,,,,,,,,,,
1603,2022-05-23,Monday,,,,,,,,,,
1604,2022-05-24,Tuesday,,,,,,,,,,
1605,2022-05-25,Wednesday,,,,,,,,,,
1606,2022-05-26,Thursday,,,,,,,,,,
1607,2022-05-27,Friday,,,,,,,,,,
1608,2022-05-28,Saturday,,,,,,,,,,
1609,2022-05-29,Sunday,,,,,,,,,,
1610,2022-05-30,Monday,,,,,,,,,,
1611,2022-05-31,Tuesday,,,,,,,,,,
1612,2022-06-01,Wednesday,,,,,,,,,,
1613,2022-06-02,Thursday,,,,,,,,,,
1614,2022-06-03,Friday,,,,,,,,,,
1615,2022-06-04,Saturday,,,,,,,,,,
1616,2022-06-05,Sunday,,,,,,,,,,
1617,2022-06-06,Monday,,,,,,,,,,
1618,2022-06-07,Tuesday,,,,,,,,,,
1619,2022-06-08,Wednesday,,,,,,Dia de Portugal,,,,
1620,2022-06-09,Thursday,,,,,Dia de Portugal,,,,,
1621,2022-06-10,Friday,Dia de Portugal,,,,,,,,,
1622,2022-06-11,Saturday,,,Dia de Portugal,,,,,,,
1623,2022-06-12,Sunday,,,,Dia de Portugal,,,,,,
1624,2022-06-13,Monday,,,,,,,,,,Festas do Corpo de Deus
1625,2022-06-14,Tuesday,,,,,,Corpo de Deus,,,Festas do Corpo de Deus,Festas do Corpo de Deus
1626,2022-06-15,Wednesday,,Festas do Corpo de Deus,,,Corpo de Deus,,,,Festas do Corpo de Deus,
1627,2022-06-16,Thursday,Corpo de Deus,Festas do Corpo de Deus,,,,,Festas do Corpo de Deus,,,
1628,2022-06-17,Friday,,,Corpo de Deus,,,,Festas do Corpo de Deus,Festas do Corpo de Deus,,
1629,2022-06-18,Saturday,,,,Corpo de Deus,,,,Festas do Corpo de Deus,,
1630,2022-06-19,Sunday,,,,,,,,,,
1631,2022-06-20,Monday,,,,,,,,,,
1632,2022-06-21,Tuesday,,,,,,,,,,
1633,2022-06-22,Wednesday,,,,,,,,,,
1634,2022-06-23,Thursday,,,,,,,,,,
1635,2022-06-24,Friday,,,,,,,,,,
1636,2022-06-25,Saturday,,,,,,,,,,
1637,2022-06-26,Sunday,,,,,,,,,,
1638,2022-06-27,Monday,,,,,,,,,,
1639,2022-06-28,Tuesday,,,,,,,,,,
1640,2022-06-29,Wednesday,,,,,,,,,,
1641,2022-06-30,Thursday,,,,,,,,,,
1642,2022-07-01,Friday,,,,,,,,,,
1643,2022-07-02,Saturday,,,,,,,,,,
1644,2022-07-03,Sunday,,,,,,,,,,
1645,2022-07-04,Monday,,,,,,,,,,
1646,2022-07-05,Tuesday,,,,,,,,,,
1647,2022-07-06,Wednesday,,,,,,,,,,
1648,2022-07-07,Thursday,,,,,,,,,,
1649,2022-07-08,Friday,,,,,,,,,,
1650,2022-07-09,Saturday,,,,,,,,,,
1651,2022-07-10,Sunday,,,,,,,,,,
1652,2022-07-11,Monday,,,,,,,,,,
1653,2022-07-12,Tuesday,,,,,,,,,,
1654,2022-07-13,Wednesday,,,,,,,,,,
1655,2022-07-14,Thursday,,,,,,,,,,
1656,2022-07-15,Friday,,,,,,,,,,
1657,2022-07-16,Saturday,,,,,,,,,,
1658,2022-07-17,Sunday,,,,,,,,,,
1659,2022-07-18,Monday,,,,,,,,,,
1660,2022-07-19,Tuesday,,,,,,,,,,
1661,2022-07-20,Wednesday,,,,,,,,,,
1662,2022-07-21,Thursday,,,,,,,,,,
1663,2022-07-22,Friday,,,,,,,,,,
1664,2022-07-23,Saturday,,,,,,,,,,
1665,2022-07-24,Sunday,,,,,,,,,,
1666,2022-07-25,Monday,,,,,,,,,,
1667,2022-07-26,Tuesday,,,,,,,,,,
1668,2022-07-27,Wednesday,,,,,,,,,,
1669,2022-07-28,Thursday,,,,,,,,,,
1670,2022-07-29,Friday,,,,,,,,,,
1671,2022-07-30,Saturday,,,,,,,,,,
1672,2022-07-31,Sunday,,,,,,,,,,
1673,2022-08-01,Monday,,,,,,,,,,
1674,2022-08-02,Tuesday,,,,,,,,,,
1675,2022-08-03,Wednesday,,,,,,,,,,
1676,2022-08-04,Thursday,,,,,,,,,,
1677,2022-08-05,Friday,,,,,,,,,,
1678,2022-08-06,Saturday,,,,,,,,,,
1679,2022-08-07,Sunday,,,,,,,,,,
1680,2022-08-08,Monday,,,,,,,,,,
1681,2022-08-09,Tuesday,,,,,,,,,,
1682,2022-08-10,Wednesday,,,,,,,,,,
1683,2022-08-11,Thursday,,,,,,,,,,
1684,2022-08-12,Friday,,,,,,,,,,
1685,2022-08-13,Saturday,,,,,,Assuncao de Nossa Senhora,,,,
1686,2022-08-14,Sunday,,,,,Assuncao de Nossa Senhora,,,,,
1687,2022-08-15,Monday,Assuncao de Nossa Senhora,,,,,,,,,
1688,2022-08-16,Tuesday,,,Assuncao de Nossa Senhora,,,,,,,
1689,2022-08-17,Wednesday,,,,Assuncao de Nossa Senhora,,,,,,Agrival
1690,2022-08-18,Thursday,,,,,,,,,Agrival,Agrival
1691,2022-08-19,Friday,,Agrival,,,,,,,Agrival,Agrival
1692,2022-08-20,Saturday,,Agrival,,,,,Agrival,,Agrival,Agrival
1693,2022-08-21,Sunday,,Agrival,,,,,Agrival,Agrival,Agrival,Agrival
1694,2022-08-22,Monday,,Agrival,,,,,Agrival,Agrival,Agrival,Festas SBartolomeu
1695,2022-08-23,Tuesday,,Agrival,,,,,Agrival,Agrival,Festas SBartolomeu,Agrival
1696,2022-08-24,Wednesday,,Festas SBartolomeu,,,,,Agrival,Agrival,Agrival,Agrival
1697,2022-08-25,Thursday,,Agrival,,,,,Festas SBartolomeu,Agrival,Agrival,Agrival
1698,2022-08-26,Friday,,Agrival,,,,,Agrival,Festas SBartolomeu,Agrival,Agrival
1699,2022-08-27,Saturday,,Agrival,,,,,Agrival,Agrival,Agrival,
1700,2022-08-28,Sunday,,Agrival,,,,,Agrival,Agrival,,
1701,2022-08-29,Monday,,,,,,,Agrival,Agrival,,
1702,2022-08-30,Tuesday,,,,,,,,Agrival,,
1703,2022-08-31,Wednesday,,,,,,,,,,
1704,2022-09-01,Thursday,,,,,,,,,,
1705,2022-09-02,Friday,,,,,,,,,,
1706,2022-09-03,Saturday,,,,,,,,,,
1707,2022-09-04,Sunday,,,,,,,,,,
1708,2022-09-05,Monday,,,,,,,,,,
1709,2022-09-06,Tuesday,,,,,,,,,,
1710,2022-09-07,Wednesday,,,,,,,,,,
1711,2022-09-08,Thursday,,,,,,,,,,
1712,2022-09-09,Friday,,,,,,,,,,
1713,2022-09-10,Saturday,,,,,,,,,,
1714,2022-09-11,Sunday,,,,,,,,,,
1715,2022-09-12,Monday,,,,,,,,,,
1716,2022-09-13,Tuesday,,,,,,,,,,
1717,2022-09-14,Wednesday,,,,,,,,,,
1718,2022-09-15,Thursday,,,,,,,,,,
1719,2022-09-16,Friday,,,,,,,,,,
1720,2022-09-17,Saturday,,,,,,,,,,
1721,2022-09-18,Sunday,,,,,,,,,,
1722,2022-09-19,Monday,,,,,,,,,,
1723,2022-09-20,Tuesday,,,,,,,,,,
1724,2022-09-21,Wednesday,,,,,,,,,,
1725,2022-09-22,Thursday,,,,,,,,,,
1726,2022-09-23,Friday,,,,,,,,,,
1727,2022-09-24,Saturday,,,,,,,,,,
1728,2022-09-25,Sunday,,,,,,,,,,
1729,2022-09-26,Monday,,,,,,,,,,
1730,2022-09-27,Tuesday,,,,,,,,,,
1731,2022-09-28,Wednesday,,,,,,,,,,
1732,2022-09-29,Thursday,,,,,,,,,,
1733,2022-09-30,Friday,,,,,,,,,,
1734,2022-10-01,Saturday,,,,,,,,,,
1735,2022-10-02,Sunday,,,,,,,,,,
1736,2022-10-03,Monday,,,,,,Implantacao da Republica,,,,
1737,2022-10-04,Tuesday,,,,,Implantacao da Republica,,,,,
1738,2022-10-05,Wednesday,Implantacao da Republica,,,,,,,,,
1739,2022-10-06,Thursday,,,Implantacao da Republica,,,,,,,
1740,2022-10-07,Friday,,,,Implantacao da Republica,,,,,,
1741,2022-10-08,Saturday,,,,,,,,,,
1742,2022-10-09,Sunday,,,,,,,,,,
1743,2022-10-10,Monday,,,,,,,,,,
1744,2022-10-11,Tuesday,,,,,,,,,,
1745,2022-10-12,Wednesday,,,,,,,,,,
1746,2022-10-13,Thursday,,,,,,,,,,
1747,2022-10-14,Friday,,,,,,,,,,
1748,2022-10-15,Saturday,,,,,,,,,,
1749,2022-10-16,Sunday,,,,,,,,,,
1750,2022-10-17,Monday,,,,,,,,,,
1751,2022-10-18,Tuesday,,,,,,,,,,
1752,2022-10-19,Wednesday,,,,,,,,,,
1753,2022-10-20,Thursday,,,,,,,,,,
1754,2022-10-21,Friday,,,,,,,,,,
1755,2022-10-22,Saturday,,,,,,,,,,
1756,2022-10-23,Sunday,,,,,,,,,,
1757,2022-10-24,Monday,,,,,,,,,,
1758,2022-10-25,Tuesday,,,,,,,,,,
1759,2022-10-26,Wednesday,,,,,,,,,,
1760,2022-10-27,Thursday,,,,,,,,,,
1761,2022-10-28,Friday,,,,,,,,,,
1762,2022-10-29,Saturday,,,,,,,,,,
1763,2022-10-30,Sunday,,,,,,Dia de Todos os Santos,,,,
1764,2022-10-31,Monday,,,,,Dia de Todos os Santos,,,,,
1765,2022-11-01,Tuesday,Dia de Todos os Santos,,,,,,,,,
1766,2022-11-02,Wednesday,,,Dia de Todos os Santos,,,,,,,
1767,2022-11-03,Thursday,,,,Dia de Todos os Santos,,,,,,
1768,2022-11-04,Friday,,,,,,,,,,
1769,2022-11-05,Saturday,,,,,,,,,,
1770,2022-11-06,Sunday,,,,,,,,,,
1771,2022-11-07,Monday,,,,,,,,,,
1772,2022-11-08,Tuesday,,,,,,,,,,Festas S Martinho
1773,2022-11-09,Wednesday,,,,,,S Martinho,,,Festas S Martinho,Festas S Martinho
1774,2022-11-10,Thursday,,Festas S Martinho,,,S Martinho,,,,Festas S Martinho,Festas S Martinho
1775,2022-11-11,Friday,S Martinho,Festas S Martinho,,,,,Festas S Martinho,,Festas S Martinho,Festas S Martinho
1776,2022-11-12,Saturday,,Festas S Martinho,S Martinho,,,,Festas S Martinho,Festas S Martinho,Festas S Martinho,Festas S Martinho
1777,2022-11-13,Sunday,,Festas S Martinho,,S Martinho,,,Festas S Martinho,Festas S Martinho,Festas S Martinho,Festas S Martinho
1778,2022-11-14,Monday,,Festas S Martinho,,,,,Festas S Martinho,Festas S Martinho,Festas S Martinho,Festas S Martinho
1779,2022-11-15,Tuesday,,Festas S Martinho,,,,,Festas S Martinho,Festas S Martinho,Festas S Martinho,Festas S Martinho
1780,2022-11-16,Wednesday,,Festas S Martinho,,,,,Festas S Martinho,Festas S Martinho,Festas S Martinho,Festas S Martinho
1781,2022-11-17,Thursday,,Festas S Martinho,,,,,Festas S Martinho,Festas S Martinho,Festas S Martinho,Festas S Martinho
1782,2022-11-18,Friday,,Festas S Martinho,,,,,Festas S Martinho,Festas S Martinho,Festas S Martinho,Festas S Martinho
1783,2022-11-19,Saturday,,Festas S Martinho,,,,,Festas S Martinho,Festas S Martinho,Festas S Martinho,
1784,2022-11-20,Sunday,,Festas S Martinho,,,,,Festas S Martinho,Festas S Martinho,,
1785,2022-11-21,Monday,,,,,,,Festas S Martinho,Festas S Martinho,,
1786,2022-11-22,Tuesday,,,,,,,,Festas S Martinho,,
1787,2022-11-23,Wednesday,,,,,,,,,,
1788,2022-11-24,Thursday,,,,,,,,,,
1789,2022-11-25,Friday,,,,,,,,,,
1790,2022-11-26,Saturday,,,,,,,,,,
1791,2022-11-27,Sunday,,,,,,,,,,
1792,2022-11-28,Monday,,,,,,,,,,
1793,2022-11-29,Tuesday,,,,,,Restauracao da independencia,,,,
1794,2022-11-30,Wednesday,,,,,Restauracao da independencia,,,,,
1795,2022-12-01,Thursday,Restauracao da independencia,,,,,,,,,
1796,2022-12-02,Friday,,,Restauracao da independencia,,,,,,,
1797,2022-12-03,Saturday,,,,Restauracao da independencia,,,,,,
1798,2022-12-04,Sunday,,,,,,,,,,
1799,2022-12-05,Monday,,,,,,,,,,
1800,2022-12-06,Tuesday,,,,,,Dia da Imaculada Conceicao,,,,
1801,2022-12-07,Wednesday,,,,,Dia da Imaculada Conceicao,,,,,
1802,2022-12-08,Thursday,Dia da Imaculada Conceicao,,,,,,,,,
1803,2022-12-09,Friday,,,Dia da Imaculada Conceicao,,,,,,,
1804,2022-12-10,Saturday,,,,Dia da Imaculada Conceicao,,,,,,
1805,2022-12-11,Sunday,,,,,,,,,,
1806,2022-12-12,Monday,,,,,,,,,,
1807,2022-12-13,Tuesday,,,,,,,,,,
1808,2022-12-14,Wednesday,,,,,,,,,,
1809,2022-12-15,Thursday,,,,,,,,,,
1810,2022-12-16,Friday,,,,,,,,,,
1811,2022-12-17,Saturday,,,,,,,,,,
1812,2022-12-18,Sunday,,,,,,,,,,
1813,2022-12-19,Monday,,,,,,,,,,
1814,2022-12-20,Tuesday,,,,,,,,,,
1815,2022-12-21,Wednesday,,,,,,,,,,
1816,2022-12-22,Thursday,,,,,,,,,,
1817,2022-12-23,Friday,,,,,,Natal,,,,
1818,2022-12-24,Saturday,,,,,Natal,,,,,
1819,2022-12-25,Sunday,Natal,,,,,,,,,
1820,2022-12-26,Monday,,,Natal,,,,,,,
1821,2022-12-27,Tuesday,,,,Natal,,,,,,
1822,2022-12-28,Wednesday,,,,,,,,,,
1823,2022-12-29,Thursday,,,,,,,,,,
1824,2022-12-30,Friday,,,,,,n,,,,n
1825,2022-12-31,Saturday,,,,,n,n,,,n,n
